0,1,1,2,2,0,0
0,1,1,2,2,0,0.5
0,1,1,2,2,0,1
0,1,1,2,2,0.5,0
0,1,1,2,2,0.5,0.5
0,1,1,2,2,0.5,1
0,1,1,2,2,1,0
0,1,1,2,2,1,0.5
0,1,1,2,2,1,1
0,1,1,2,4,0,0
0,1,1,2,4,0,0.5
0,1,1,2,4,0,1
0,1,1,2,4,0.5,0
0,1,1,2,4,0.5,0.5
0,1,1,2,4,0.5,1
0,1,1,2,4,1,0
0,1,1,2,4,1,0.5
0,1,1,2,4,1,1
0,1,1,2,6,0,0
0,1,1,2,6,0,0.5
0,1,1,2,6,0,1
0,1,1,2,6,0.5,0
0,1,1,2,6,0.5,0.5
0,1,1,2,6,0.5,1
0,1,1,2,6,1,0
0,1,1,2,6,1,0.5
0,1,1,2,6,1,1
0,1,1,3,2,0,0
0,1,1,3,2,0,0.5
0,1,1,3,2,0,1
0,1,1,3,2,0.5,0
0,1,1,3,2,0.5,0.5
0,1,1,3,2,0.5,1
0,1,1,3,2,1,0
0,1,1,3,2,1,0.5
0,1,1,3,2,1,1
0,1,1,3,4,0,0
0,1,1,3,4,0,0.5
0,1,1,3,4,0,1
0,1,1,3,4,0.5,0
0,1,1,3,4,0.5,0.5
0,1,1,3,4,0.5,1
0,1,1,3,4,1,0
0,1,1,3,4,1,0.5
0,1,1,3,4,1,1
0,1,1,3,6,0,0
0,1,1,3,6,0,0.5
0,1,1,3,6,0,1
0,1,1,3,6,0.5,0
0,1,1,3,6,0.5,0.5
0,1,1,3,6,0.5,1
0,1,1,3,6,1,0
0,1,1,3,6,1,0.5
0,1,1,3,6,1,1
0,1,1,4,2,0,0
0,1,1,4,2,0,0.5
0,1,1,4,2,0,1
0,1,1,4,2,0.5,0
0,1,1,4,2,0.5,0.5
0,1,1,4,2,0.5,1
0,1,1,4,2,1,0
0,1,1,4,2,1,0.5
0,1,1,4,2,1,1
0,1,1,4,4,0,0
0,1,1,4,4,0,0.5
0,1,1,4,4,0,1
0,1,1,4,4,0.5,0
0,1,1,4,4,0.5,0.5
0,1,1,4,4,0.5,1
0,1,1,4,4,1,0
0,1,1,4,4,1,0.5
0,1,1,4,4,1,1
0,1,1,4,6,0,0
0,1,1,4,6,0,0.5
0,1,1,4,6,0,1
0,1,1,4,6,0.5,0
0,1,1,4,6,0.5,0.5
0,1,1,4,6,0.5,1
0,1,1,4,6,1,0
0,1,1,4,6,1,0.5
0,1,1,4,6,1,1
0,1,1,5,2,0,0
0,1,1,5,2,0,0.5
0,1,1,5,2,0,1
0,1,1,5,2,0.5,0
0,1,1,5,2,0.5,0.5
0,1,1,5,2,0.5,1
0,1,1,5,2,1,0
0,1,1,5,2,1,0.5
0,1,1,5,2,1,1
0,1,1,5,4,0,0
